Facility Id	Facility Name	City	State	Zip Code	Address	Latitude	Longitude	Total reported direct emissions	CO2 emissions (non-biogenic) 	Methane (CH4) emissions 	Nitrous Oxide (N2O) emissions 	Stationary Combustion	Electricity Generation
1003080	RIDGE TREATER	FRANKLIN	TX	77856	14204 Grassy Lake Rd	31.12677	-96.31016	0.0	0.0	0.0	0.0	0.0	0.0
1006929	RIFLE CMP STN	RIFLE	CO	81650		39.531599	-107.829371	27442.696	27414.2	13.0	15.496	27442.696	0.0
1002951	RIGA/MILL SEAT LANDFILL	BERGEN	NY	14416	303 BREW ROAD	43.06417	-77.93291	145277.962	418.8	144741.75	117.412	586.462	0.0
1005087	RIO BRAVO JASMIN	BAKERSFIELD	CA	93308	11258 PORTERVILLE HWY.	35.7415	-119.0512	98231.028	97521.0	259.75	450.278	98231.028	0.0
1005088	RIO BRAVO POSO	BAKERSFIELD	CA	93308	16608 PORTERVILLE HIGHWAY	35.547408	-119.07522	155138.74	154020.0	409.5	709.24	155138.74	0.0
1005900	RIO GRANDE VALLEY LANDFILL	DONNA	TX	78537	493 East Mile 12 N	26.227	-98.029	23833.5	0.0	23833.5	0.0	0.0	0.0
1007769	RIO RANCHO MUNICPAL LANDFILL	RIO RANCHO	NM	87124	1132 33RD STREET	35.276515	-106.67104	14504.25	0.0	14504.25	0.0	0.0	0.0
1000368	RIV CO WASTE MGMT (EDOM HILL)	THOUSAND PALMS	CA	92276	70-100 EDOM HILL RD	33.879617	-116.437199	9704.5	0.0	9704.5	0.0	0.0	0.0
1005717	RIVER BIRCH LANDFILL	AVONDALE	LA	70094	2000 S KENNER ROAD	29.93642	-90.26657	385148.432	0.0	385145.75	2.682	3.682	0.0
1003002	RIVER CEMENT COMPANY DBA BUZZI UNICEM USA	FESTUS	MO	63028	1000 RIVER CEMENT ROAD	38.1804	-90.3366	1742903.118	1729656.3	5166.25	8080.568	579.848	0.0
1007687	RIVERBEND LANDFILL CO.	MCMINNVILLE	OR	97128	13469 SW HWY. 18	45.162117	-123.248942	65885.758	0.0	65805.0	80.758	115.258	0.0
1003601	RIVERVIEW LAND PERSERVE	RIVERVIEW	MI	48192	20863 GRANGE ROAD	42.156323	-83.212122	154656.55	105.8	154550.75	0.0	105.8	0.0
1011812	RKI Stateline Compressor Station	Orla	TX	79770		31.984376	-103.868783	37564.608	37525.7	17.75	21.158	37564.608	0.0
1000633	ROANOKE CEMENT CO - CLOVERDALE	TROUTVILLE	VA	24175	6071 CATAWBA ROAD	37.4604	-79.9948	834813.6	834813.6	0.0	0.0	98.6	0.0
1000714	ROANOKE ELECTRIC STEEL CORPORATION	ROANOKE	VA	24017	102 WESTSIDE BOULEVARD	37.27251	-79.99861	100988.272	100939.5	22.25	26.522	47249.272	0.0
1005146	ROBARDS PROCESSING - TYSON CHICKEN INC.	ROBARDS	KY	42452	14660 HIGHWAY 41 SOUTH	37.656628	-87.51415	45305.58	45259.0	21.25	25.33	45305.58	0.0
1003481	ROBESON COUNTY LANDFILL	ST. PAULS	NC	28384	246 LANDFILL ROAD	34.79241	-78.90801	40973.398	0.0	40950.75	22.648	32.398	0.0
1006011	ROCHDALE VILLAGE	JAMAICA	NY	11434	132-11 BEDELL ST	40.677395	-73.769735	75650.616	75572.8	35.5	42.316	75650.616	0.0
1006493	ROCHESTER DISTRICT HEATING COOPERATIVE	ROCHESTER	NY	14607	15 - 17 LAWN STREET	43.150002	-77.599998	28713.492	28683.9	13.5	16.092	28713.492	0.0
1002814	ROCK ISLAND ARSENAL	ROCK ISLAND	IL	61299	1 Rock Island Arsenal	41.518115	-90.540114	48754.262	48403.8	128.75	221.712	48754.262	0.0
1004501	ROCKINGHAM COUNTY LANDFILL	MADISON	NC	27025	281 Shuff Road	36.3647	-79.8422	61247.556	0.0	61241.0	6.556	9.306	0.0
1002016	ROCKTENN CONVERTING CO - Cincinnati MILL	Cincinnati	OH	45209	3347 Madison Raod	39.15699	-84.42381	26521.678	26316.5	75.25	129.928	26521.678	0.0
1003465	ROCKY MOUNTAIN BOTTLE COMPANY	WHEAT RIDGE	CO	80033	10619 W 50TH AVE	39.78741	-105.11613	88334.736	88276.1	26.75	31.886	56636.036	0.0
1002031	ROGGEN GAS PLANT	ROGGEN	CO	80652	35409 WELD COUNTY ROAD 18	40.117556	-104.387444	44392.481	40100.381	4269.75	22.35	38138.629	0.0
1002241	ROHM AND HAAS CHEMICALS LLC	LOUISVILLE	KY	40216	4300 CAMP GROUND ROAD	38.21078	-85.84149	35306.468	35270.3	16.5	19.668	35306.468	0.0
1002076	ROHM AND HAAS TEXAS DEER PARK PLANT	DEER PARK	TX	77536	1900 TIDAL RD	29.73	-95.102778	350877.452	349795.8	925.5	156.152	350082.952	0.0
1001843	ROLLING HILLS LANDFILL INC	BUFFALO	MN	55313	175 COUNTY ROAD 37 NE	45.24949	-93.87488	6501.55	26.3	6475.25	0.0	26.3	0.0
1007832	ROLLING MEADOWS LANDFILL	TOPEKA	KS	66618	7352 NW US 75 HWY	39.17913	-95.72006	66874.346	161.7	66607.75	104.896	311.346	0.0
1004544	ROLLING MEADOWS LANDFILL, INC.	HAZEN	AR	72064	HARMIC ROAD	34.8491	-91.5889	145299.25	0.0	145299.25	0.0	0.0	0.0
1002607	ROLLS-ROYCE CORPORATION  PLANT 5 & 8	INDIANAPOLIS	IN	46241	2355 S TIBBS AVE.	39.7359	-86.2118	32823.274	32622.8	62.5	137.974	32823.274	0.0
1003676	ROOSEVELT REGIONAL LANDFILL	ROOSEVELT	WA	99356	500 ROOSEVELT GRADE ROAD	45.802	-120.182	243090.192	323.0	242766.0	1.192	324.692	0.0
1001293	ROQUETTE AMERICA INC	KEOKUK	IA	52632	1003 S. 5TH ST.	40.3881	-91.398	613618.182	609890.3	1371.0	2356.882	613618.182	0.0
1004397	ROSBORO	SPRINGFIELD	OR	97477	2509 MAIN STREET	44.043527	-122.991031	472.684	0.0	68.0	404.684	472.684	0.0
1004416	ROSEBURG FOREST PRODUCTS - DILLARD	DILLARD	OR	97432	10599 OLD HIGHWAY 99 SOUTH	43.0896	-123.4144	38603.946	16767.1	14796.0	7040.846	24995.696	0.0
1002130	ROSEBURG FOREST PRODUCTS - LOUISIANA PARTICLEBOARD	SIMSBORO	LA	71275	486 DURAFLAKE RD	32.53671	-92.75703	40930.796	40888.6	19.25	22.946	40930.796	0.0
1005384	ROSEBURG LANDFILL	ROSEBURG	OR	97470	376 Roseburg Landfill Road	43.1872	-123.3819	52466.0	0.0	52466.0	0.0	0.0	0.0
1004663	ROUTE 40 WEST LANDFILL	HAGERSTOWN	MD	21740	12630 EARTH CARE RD.	39.662631	-77.815998	75151.15	13.9	75137.25	0.0	13.9	0.0
1000320	ROVA Venture, LLC Roanoke Valley I	WELDON	NC	27890	290 POWER PLACE	36.4364	-77.6167	541310.478	538413.9	144.25	2752.328	541310.478	0.0
1006832	ROVA Venture, LLC Roanoke Valley II	WELDON	NC	27890	290 POWER PLACE	36.4364	-77.6167	89668.54	89188.6	24.0	455.94	89668.54	0.0
1006996	ROWAN COUNTY LANDFILL	WOODLEAF	NC	27054	789 CAMPBELL RD	35.757219	-80.560299	93829.25	0.0	93829.25	0.0	0.0	0.0
1006073	ROWAN UNIV	GLASSBORO	NJ	8028	201 MULLICA HILL ROAD	39.708639	-75.119432	21283.916	21261.4	10.0	12.516	21283.916	0.0
1003697	ROXANA LANDFILL	ROXANA	IL	62084	4600 CAHOKIA CREEK RD	38.822929	-90.014801	175443.278	96.7	175313.5	33.078	143.778	0.0
1002512	ROYAL OAKS LANDFILL	JACKSONVILLE	TX	75766	608 CR 4102	32.0022	-95.268	103978.75	0.0	103978.75	0.0	0.0	0.0
1000592	RUBICON LLC - GEISMAR PLANT	GEISMAR	LA	70734	9156 HWY. 75	30.1989	-91.0085	62917.688	62779.5	47.0	91.188	62917.688	0.0
1005270	RUMPKE OF KENTUCKY INC	JEFFERSONVILLE	KY	40337	30 LARISON RD	37.9534	-83.95254	171647.1	24.1	171623.0	0.0	24.1	0.0
1005271	RUMPKE OF KENTUCKY INC	BUTLER	KY	41006	1374 BRYAN GRIFFIN ROAD	38.73555	-84.40818	110005.248	147.7	109857.25	0.298	148.248	0.0
1002425	RUMPKE WASTE INC BROWN COUNTY SANITARY LANDFILL *	GEORGETOWN	OH	45121	9427 BEYERS ROAD	38.89689	-83.903255	192071.698	77.9	191993.5	0.298	78.198	0.0
1000577	RUPERT COGEN PROJECT	RUPERT	ID	83350	811 SOUTH ONEIDA ST.	42.606295	-113.684501	48549.668	48499.8	22.75	27.118	48549.668	0.0
1006928	RUSSELL CMP STN	BALD KNOB	AR	72010	251 CURTIS DAVIS ROAD	35.3442	-91.5146	119858.272	100543.2	19258.75	56.322	100624.372	0.0
1006187	RUTGERS UNIVERSITY BUSCH - LIVINGSTON CAMPUSE	PISCATAWAY	NJ	8854	74 Street 1603	40.517295	-74.430326	95339.992	95241.9	44.75	53.342	95339.992	0.0
1002946	Rabbit Brush Compressor Station	Parachute	CO	81635		39.478517	-108.021664	27782.096	27753.6	13.0	15.496	27782.096	0.0
1000169	Raccoon Creek Power Plant	FLORA	IL	62839	676 CYPRESS DRIVE	38.6996	-88.5392	2353.644	2352.0	0.75	0.894	163.5	2190.144
1005645	Rain CII CARBON LLC - GRAMERCY COKE PLANT	GRAMERCY	LA	70052	1140 JEFFERSON HWY	30.0528	-90.669	122084.048	122083.5	0.25	0.298	122084.048	0.0
1005848	Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT	SULPHUR	LA	70665	1920 PAK TANK RD.	30.147688	-93.335266	243746.672	243739.0	3.5	4.172	243746.672	0.0
1005716	Rain CII CARBON LLC - NORCO COKE PLANT	NORCO	LA	70079	801 PROSPECT AVE	30.000854	-90.394811	122246.04	122243.3	1.25	1.49	122246.04	0.0
1007785	Raleigh County Solid Waste Authority Landfill	Beckley	WV	25801	200 Fernandez Drive	37.81837	-81.1687	68161.5	0.0	68161.5	0.0	0.0	0.0
1010768	Ramsey Gas Plant	Orla	TX	79770	231 County Rd 452	31.92615	-104.022105	118222.582	92851.5	25353.5	17.582	30355.336	0.0
1005767	Randolph County Solid Waste Facility	Randleman	NC	27317	1254 County Land Rd.	35.75603	-79.76785	21213.0	0.0	21213.0	0.0	0.0	0.0
1009244	Rangely Gas Plant	Rangely	CO	81648	100 Chevron Road	40.1064831	-108.8670246	19894.468	19773.5	108.75	12.218	9937.712	0.0
1002966	Rapids Energy Center	Grand Rapids	MN	55744	502 NW 3rd St.	47.263975	-93.62817	119246.868	116213.2	630.0	2403.668	119246.868	0.0
1001124	Rathdrum Combustion Turbine Project	RATHDRUM	ID	83858	5999 W BOEKEL ROAD	47.8034	-116.869	7594.572	7586.9	3.5	4.172	32.8	7561.772
1001352	Rathdrum Power, LLC	RATHDRUM	ID	83858	9924 WEST LANCASTER ROAD	47.7861	-116.9214	461464.94	460996.4	213.75	254.79	1189.296	460275.644
1001249	Rausch Creek Generation LLC	TREMONT	PA	17981	490 West Main Street	40.6191	-76.45	377014.29	375191.9	92.5	1729.89	40.6	376973.69
1000764	Ravenswood Generating Station	LONG ISLAND CITY	NY	11101	38-54 VERNON BLVD	40.7585	-73.9451	2363123.994	2360348.3	1180.5	1595.194	3439.04	2359684.954
1000567	Ravenswood Steam Plant	Long Island City	NY	11101	38-54 Vernon Blvd	40.76	-73.75	38824.48	38713.0	34.0	77.48	38824.48	0.0
1001062	Rawhide Energy Station	Wellington	CO	80549	2700 East County Road 82	40.8611	-105.0206	2173849.924	2156902.9	6200.25	10746.774	288.348	2173561.576
1010351	Rawhide Gas Plant	Big Spring	TX	79720		32.0139	-101.2789	97455.837	93720.029	3684.85	50.958	79078.201	0.0
1001195	Ray D Nixon	FOUNTAIN	CO	80817	6598 RAY NIXON RD	38.6306	-104.7056	1400503.258	1389524.7	4014.0	6964.558	597.712	1399905.546
1007434	Ray Olinger	NEVADA	TX	75173	13835 CTY RD 489	33.0667	-96.4519	24613.16	24588.5	11.25	13.41	614.248	23998.912
1010287	Rayonier Performance Fibers LLC - Yulee Landfill	Yulee	FL	32097	95739 Amelia Concourse	30.62524	-81.54756	33259.75	0.0	33259.75	0.0	0.0	0.0
1000482	ReEnergy Black River LLC	FORT DRUM	NY	13602	4515 Euphrates River Valley Road	44.0361	-75.7712	37231.6	31855.6	906.0	4470.0	3.2	37228.4
1010688	Reading Hospital	West Reading	PA	19611	Sixth Avenue and Spruce Street	40.33243	-75.95001	19816.42	19795.0	9.5	11.92	19816.42	0.0
1001883	Real Alloy Recycling, LLC	Morgantown	KY	42261	805 Gardner Lane	37.195	-86.723611	39853.702	25798.1	14041.0	14.602	25824.952	0.0
1003296	Real Alloy Specification, INC	SAGINAW	MI	48601	2600 NODULAR DR.	43.44533	-83.88372	47.1	47.1	0.0	0.0	47.1	0.0
1005042	Recology Hay Road	VACAVILLE	CA	95687	6426 HAY ROAD	38.3121	-121.8362	99378.0	0.0	99378.0	0.0	0.0	0.0
1005041	Recology Pacheco Pass	GILROY	CA	95020	3675 PACHECO PASS HWY, HIGHWAY	36.990694	-121.495021	7616.0	0.0	7616.0	0.0	0.0	0.0
1004959	Recology Yuba-Sutter Landfill	MARYSVILLE	CA	95901	3001 North Levee Road	39.14843	-121.57803	20239.75	0.0	20239.75	0.0	0.0	0.0
1010691	Red Bluff Processing Plant	Orla	TX	79770	31.799789 North; 103.929683 West	31.877504	-103.937602	148228.76	142655.5	5388.5	184.76	58507.18	0.0
1006059	Red Deer Gas Plant	Miami	TX	79059		35.7868	-100.6272	27255.648	27227.7	12.75	15.198	27255.648	0.0
1011064	Red Hills Gas Processing Plant	Jal	NM	88252	1934 W NM Highway 128	32.210433	-103.521409	18513.742	17761.3	751.25	1.192	2347.792	0.0
1006935	Red Hills Generation Facility	Ackerman	MS	39735	2391 Pensacola Road	33.3761	-89.2183	3084932.554	3061579.8	8542.75	14810.004	1929.692	3083002.862
1000095	Red Oak Power LLC	SAYREVILLE	NJ	8872	832 RED OAK LANE	40.4481	-74.3497	2110239.228	2108096.0	977.75	1165.478	7.0	2110232.228
1002909	Red River Energy	Rosholt	SD	57260	47333 104th St	45.872608	-96.725109	13886.748	13872.5	6.5	7.748	13886.748	0.0
1006774	Red Wing Plant	Red Wing	MN	55901	101 5th Street East	44.5661	-92.52892	100061.986	95882.0	1630.0	2549.986	100061.986	0.0
1000824	Redbud Power Plant	LUTHER	OK	73054	20922 TRIPLE XXX ROAD	35.6853	-97.2242	2433145.732	2430674.8	1127.25	1343.682	714.248	2432431.484
1000161	Redding Power Plant	REDDING	CA	96001	17120 CLEAR CREEK ROAD	40.5083	-122.4253	119980.904	119858.7	55.75	66.454	2192.54	117788.364
1002806	Redfield UGS and Compressor Station	Redfield	IA	50233	24282 G. Ave.	41.684049	-94.164157	58614.132	31492.3	27104.25	17.582	31485.132	0.0
1000822	Redhawk Generating Facility	ARLINGTON	AZ	85322	11600 SOUTH 363RD AVENUE	33.33	-112.84	1520077.768	1518534.6	704.0	839.168	0.0	1520077.768
1007870	Reedy Creek Improvement District/Walt Disney World Resort	LAKE BUENA VISTA	FL	32830	1375 Buena Vista Drive	28.4272	-81.5803	270051.84	269748.0	131.0	172.84	95601.036	174450.804
1000754	Reeves Generating Station	ALBUQUERQUE	NM	87113	4400 PASEO DEL NORTE NE	35.1716	-106.6019	51603.46	51551.4	23.75	28.31	44.5	51558.96
1010693	Region 2000 Regional Landfill - Livestock Road Facility	Rustburg	VA	24588	361 Livestock Road	37.279982	-79.159235	50593.25	55.5	50537.75	0.0	55.5	0.0
1006882	Reid Gardner	MOAPA	NV	89025	501 Wally Kay Way	36.6531	-114.6364	2691514.688	2670414.2	7718.5	13381.988	9.6	2691505.088
1001162	Remington Combustion Turbine Station	REMINGTON	VA	22734	12025 LUCKY HILL ROAD	38.54591	-77.77227	257332.146	256970.5	145.0	216.646	2021.392	255310.754
1000809	Renaissance Power	CARSON CITY	MI	48811	950 N DIVISION ST	43.1864	-84.8429	78960.724	78885.1	34.5	41.124	90.1	78870.624
1011887	Renesas Electronics America Inc.	Palm Bay	FL	32905	1650 Robert J. Conlan Blvd., NE	28.030281	-80.601389	16450.153985	38.3	0.0	458.324	38.3	0.0
1001264	Rensselaer Cogen	RENSSELAER	NY	12144	39 RIVERSIDE AVE	42.63	-73.75	22807.616	22784.6	10.5	12.516	92.5	22715.116
1003799	Republic Steel - Canton Plant	CANTON	OH	44704	2633 EIGHTH STREET NE	40.803234	-81.332864	241384.612	241264.6	54.75	65.262	116419.612	0.0
1002714	Republic Steel - Lorain Plant	Lorain	OH	44055	1807 E. 28th St.	41.448518	-82.133082	113128.744	113031.2	44.5	53.044	90667.408	0.0
1000305	Resolute Forest Product - Coosa Pines Operation	COOSA PINES	AL	35044	17589 PLANT ROAD	33.3278	-86.3583	182583.318	163134.5	18334.0	1114.818	127161.746	0.0
1000311	Resolute Forest Products Calhoun Operation	CALHOUN	TN	37309	5020 HWY 11 SOUTH	35.2964	-84.7569	396181.222	236325.2	153534.25	6321.772	174154.792	0.0
1007808	Resource Recovery LF	CHERRYVALE	KS	67335	4237 COUNTY RD 5300	37.2151	-95.5798	35459.2	30.7	35428.5	0.0	30.7	0.0
1010989	Reusser	Lewisville	OH	73754	49186 Township Highway 66	39.814217	-81.24089	30700.084	30668.3	14.5	17.284	30700.084	0.0
1011528	Revelation Energy llc D18	Jewell Ridge	VA	24622	2559 Jewell Valley Road	37.248291	-81.801588	31805.5	0.0	31805.5	0.0	0.0	0.0
1009748	Revelation-Bluff Spur #1	Appalachia	VA	24216	633 Callahan Avenue	36.970042	-82.604399	0.0	0.0	0.0	0.0	0.0	0.0
1009746	Revelation-Dorchester Mine #4	Appalachia	VA	24216	633 Callahan Avenue	36.970042	-82.604399	50708.5	0.0	50708.5	0.0	0.0	0.0
1009749	Revelation-Osaka Mine #1	Appalachia	VA	24216	633 Callahan Avenue	36.970042	-82.604399	15670.75	0.0	15670.75	0.0	0.0	0.0
1011259	Revere Copper Products, Inc.	Rome	NY	13440	One Revere Park	43.208136	-75.437167	26425.4	26398.0	12.5	14.9	26425.4	0.0
1000702	Rex Brown	JACKSON	MS	39213	1960 W NORTHSIDE DRIVE	32.3564	-90.2125	60781.522	60719.3	28.25	33.972	200.646	60580.876
1006482	Rexnord Industries, LLC	Milwaukee	WI	53208	3001 W. Canal Street	43.0293	-87.9518	27082.648	27054.7	12.75	15.198	27082.648	0.0
1002730	Rhea County Landfill	Dayton	TN	37321	207 Sanitary Drive	35.56154	-84.91011	160676.25	0.0	160676.25	0.0	0.0	0.0
1001315	Rhode Island State Energy Center	JOHNSTON	RI	2919	24 SHUN PIKE	41.8017	-71.5186	640191.228	639541.3	296.5	353.428	0.0	640191.228
1008069	Riceland Foods, Inc. - Landfill	Stuttgart	AR	72160	95 Riceland Landfill Lane	34.5429228	-91.5596117	8546.75	0.0	8546.75	0.0	0.0	0.0
1001113	Richard M Flynn (Holtsville)	HOLTSVILLE	NY	11742	607 UNION AVE	40.8153	-73.0644	537535.3	536871.9	276.0	387.4	0.0	537535.3
1007887	Richland Peaking Station	DEFIANCE	OH	43512	801 CARPENTER ROAD	41.3033	-84.3386	66690.148	66621.6	31.0	37.548	1420.34	65269.808
1001115	Richmond (IN)	CENTERVILLE	IN	47330	4752 GATES ROAD	39.8383	-84.9665	1167.784	1164.4	1.0	2.384	0.6	1167.184
1001150	Richmond County Combustion Turbine Plant	HAMLET	NC	28345	198 ENERGY WAY	34.8422	-79.7444	3121014.798	3117800.3	1456.0	1758.498	1255.296	3119759.502
1011285	Ridge Amine Plant	Marquez	TX	77870		31.121917	-96.31281	96028.914	95616.6	399.5	12.814	22211.616	0.0
1011123	Riley Ridge Gas Plant	Big Piney	WY	83113		42.5011	-110.4228	32985.518	28894.5	4086.25	4.768	8067.52	0.0
1007161	Rio Bravo Generating Station	Albuquerque	NM	87105	725 Electric Ave. SE	35.0442	-106.67	12329.526	12311.5	7.0	11.026	0.0	12329.526
1000752	Rio Grande	SUNLAND PARK	NM	88063	3501 DONIPHAN ST	31.8047	-106.5472	588392.72	587795.4	272.5	324.82	45.7	588347.02
1001333	Rio Nogales Power Project, LP	SEGUIN	TX	78155	711 RIO NOGALES DRIVE	29.5932	-97.9724	1203579.1135572	1202356.981	557.542225	664.5903322	0.0	1203579.1135572
1005529	Rio Suites Hotel & Casino	Las Vegas	NV	89103	3700 W. Flamingo Road	36.11529	-115.18709	16273.488	16256.5	7.75	9.238	16273.488	0.0
1004390	Rio Vista Compressor Station	Cleburne	TX	76031	3200 County Rd 1219	32.271951	-97.449124	19354.928	19335.2	9.0	10.728	19354.928	0.0
1000438	Ripon Generation Station	RIPON	CA	95366	1015 S STOCKTON BLVD	37.7315	-121.116	19565.276	19545.0	9.25	11.026	0.0	19565.276
1001133	River Road	VANCOUVER	WA	98660	5201 N W LOWER RIVER ROAD	45.65	-122.7231	553918.948	553356.7	256.5	305.748	0.0	553918.948
1000677	River Rouge	RIVER ROUGE	MI	48218	1 BELANGER PARK	42.2733	-83.1131	2129542.846	2112769.4	6134.25	10639.196	5562.524	2123980.322
1007781	River Valley Generating Station	PANAMA	OK	74951	3 MILES E. OF JUNCTION 31	35.1929	-94.6469	2353243.022	2332409.0	7621.0	13213.022	2353243.022	0.0
1002883	River Valley Ingredients - Forest	FOREST	MS	39074	11634 HIGHWAY 80 WEST	32.362972	-89.539806	61984.116	61920.0	29.25	34.866	61984.116	0.0
1005746	River Valley Ingredients - Texarkana	TEXARKANA	AR	71854	5465 Miller County Road 64	33.532806	-93.812694	39057.052	39016.5	18.5	22.052	39057.052	0.0
1009962	River View Coal, LLC	Morganfield	KY	42437	Hwy 871 	37.764469	-87.962011	0.0	0.0	0.0	0.0	0.0	0.0
1001796	River-Nile Compressor Station	Gillette	WY	82716		44.1949188412956	-106.105763324056	6835.324	6828.2	3.25	3.874	6835.324	0.0
1000461	Riverbay Corp. - Co-Op City	BRONX	NY	10475	2049 BARTOW AVENUE	40.8697	-73.8258	101588.428	101466.6	51.5	70.328	101588.428	0.0
1004996	Riverbend Foods, LLC	PITTSBURGH	PA	15212	1080 River Avenue	40.455393	-79.990415	58343.774	58259.2	36.0	48.574	58343.774	0.0
1000645	Riverside	BALTIMORE	MD	21222	SOLLERS POINT RD	39.2369	-76.5133	19327.534	19289.8	13.0	24.734	3815.79	15511.744
1001550	Riverside (1081)	BETTENDORF	IA	52722	6001 STATE ST	41.5404	-90.4483	633390.922	628553.8	1771.0	3066.122	12869.252	620521.67
1000693	Riverside (1927)	MINNEAPOLIS	MN	55401	3100 MARSHALL ST NE	45.0203	-93.2753	398413.124	398008.7	184.5	219.924	2772.74	395640.384
1000998	Riverside (4940)	JENKS	OK	74037	116TH ST S AND ARKANSAS RIVER	35.9978	-95.9567	214580.556	214363.0	99.25	118.306	0.0	214580.556
1000136	Riverside Energy Center	BELOIT	WI	53511	1401 W B R TOWN LINE ROAD	42.5835	-89.0351	676412.844	675726.2	313.25	373.394	1320.496	675092.348
1000471	Riverside Energy Resource Center	RIVERSIDE	CA	92504	5901 PAYTON AVE	33.9636	-117.4528	27551.148	27523.2	12.75	15.198	0.0	27551.148
1001358	Riverside Generating Company	CATLETTSBURG	KY	41129	25038 HWY 23	38.1933	-82.6042	88657.324	88568.0	40.75	48.574	179.1	88478.224
1001575	Riverton	RIVERTON	KS	66770	7240 SE HWY 66	37.0719	-94.6986	75922.668	75845.4	35.25	42.018	330.948	75591.72
1006247	Riverton Facility	RIVERTON	WV	26814	1088 Germany Valley Limestone Rd	38.793745	-79.481638	352965.948	351862.1	403.25	700.598	139295.348	0.0
1000321	Riverview Energy Center	ANTIOCH	CA	94509	795 MINAKER ROAD	38.0145	-121.7901	11468.908	11457.4	5.25	6.258	0.0	11468.908
1005655	Riviana Foods	Memphis	TN	38106	2314 S. Lauderdale Street	35.08368	-90.04458	54484.344	54427.9	25.75	30.694	54484.344	0.0
1001485	Riviera	RIVIERA BEACH	FL	33404	200 300 BROADWAY	26.7653	-80.0528	1793903.572	1792038.0	840.75	1024.822	0.0	1793903.572
1006372	Riviera Resources - Rothermel Compressor	GROESBECK	TX	76642		31.4593	-96.4383	15078.296	15063.5	6.75	8.046	15078.296	0.0
1006940	Riviera Resources - Satanta Gas Plant	ULYSSES	KS	67880	10565 E. Road 20	37.458904	-101.170165	124225.158	91140.7	33033.5	50.958	90441.06	0.0
1003354	Riviera Resources - West Main Compressor Station	Ulysses	KS	67880	7822 W, Highway 160	37.561879	-101.220721	27615.196	27586.7	13.0	15.496	27615.196	0.0
1010124	Road Fork No. 51 Mine	Pineville	WV	24874		37.5767	-81.5676	28600.0	0.0	28600.0	0.0	0.0	0.0
1003667	Roanoke Regional Landfill	Roanoke	VA	24014	3442 Rutrough Road	37.2483	-79.8637	40384.25	0.0	40384.25	0.0	0.0	0.0
1009757	Roaring Fork No. 4 Deep Mine	Norton	VA	24273	PO Box 655	36.96525	-82.182	0.0	0.0	0.0	0.0	0.0	0.0
1006682	Robeline Plant	Robeline	LA	71469	1755 Central Loop	31.658716	-93.324988	239819.19	174799.1	64996.25	23.84	41936.14	0.0
1001171	Robert P Mone	CONVOY	OH	45832	4406 MENTZER RD	40.9297	-84.7392	22604.016	22581.0	10.5	12.516	32.2	22571.816
1001600	Robert Reid	ROBARDS	KY	42452	9000 HIGHWAY 2096	37.6467	-87.5033	244639.948	242701.4	709.0	1229.548	2086.292	242553.656
1008217	Roberts Ranch Gas Plant	Midkiff	TX	79755		31.7822	-102.2472	52638.84	49883.193	2736.575	19.072	27369.757	0.0
1008130	Robinson Lake Gas Plant	New Town	ND	58763	4498 Hwy 8	48.031634	-102.35364	57207.498	54873.9	2303.5	30.098	30035.936	0.0
1000099	Robinson Refinery	Robinson	IL	62454	400 S. Marathon Avenue	39.0	-87.7222	1673721.252	1657418.6	11266.75	5035.902	1230892.754	0.0
1004936	Rochelle Municipal Landfill	Rochelle	IL	61068	6513 South Mulford Road	41.928249	-89.000209	91192.25	31.0	91161.25	0.0	31.0	0.0
1006799	Rock Creek Gas Plant	BORGER	TX	79007		35.6739	-101.4105	158308.964	156640.203	1584.725	84.036	149847.367	0.0
1002746	Rock Prairie Road Landfill	College Station	TX	77845	7600 East Rock Prairie Road	30.58039	-96.24581	120647.0	0.0	120647.0	0.0	0.0	0.0
1005672	Rock River	BELOIT	WI	53511	827 W B R TOWNLINE RD	42.5831	-89.0292	14905.596	14890.8	6.75	8.046	14905.596	0.0
1001159	Rock Springs Generating Facility	RISING SUN	MD	21911	1423 RISING SUN ROAD	39.7183	-76.1606	171904.164	171729.9	79.5	94.764	559.948	171344.216
1006554	Rockford Energy Center	ROCKFORD	IL	61104	136 HARRISON AVE	42.2403	-89.1025	22417.616	22394.6	10.5	12.516	0.0	22417.616
1000823	Rockford Energy Center II	ROCKFORD	IL	61104	136 HARRISON AVE	42.2383	-89.1014	26163.304	26137.0	12.0	14.304	0.0	26163.304
1007308	Rockgen Energy Center	CAMBRIDGE	WI	53523	2346 CLEARVIEW ROAD	42.9767	-89.0492	41980.744	41938.0	19.5	23.244	94.2	41886.544
1010092	Rockhouse Energy Mining Co.	Sidney	KY	41564	379 Rockhouse Road	37.59353	-82.38461	0.0	0.0	0.0	0.0	0.0	0.0
1001322	Rockingham County Combustion Turbine	REIDSVILLE	NC	27320	240 ERNEST DRIVE	36.3297	-79.8297	145859.556	145681.9	74.25	103.406	0.0	145859.556
1007826	Rockingham County Landfill	Harrisonburg	VA	22801	813 Greendale RD	38.3949	-78.8861	25580.2	11.7	25568.5	0.0	11.7	0.0
1001037	Rockport	ROCKPORT	IN	47635	2791 NORTH US ROUTE 231	37.9256	-87.0372	15803502.72	15679690.5	45284.75	78527.47	18073.258	15785429.462
